description,name,alarms,connected,dhcpClients,volume,source,channel,firmware,queue,digits,inUse,setTemperature,actualTemperature,setting,alarm_status,lastSeen,uptime,is_on,is_connected,paired_device,wifi_strength,paperJam,inkStock,battery,voiceQuality,bagelMode,isToasting,oodl,patch,qa_passed,is_streaming,media_type,paperStock,motionDetected,bytesReceived,bytesSent,macAddress,packetLossRate,packetsLost
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,-1,NA,Sun Mar  5 10:05:59 2017,,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,9897,19407,FA:74:C8:61:6C:69,0.002,38
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,1,Sun Mar  5 10:15:59 2017,77925,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20590,9501,F2:56:9B:69:61:4D,0.002,19
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428844259,1376265351,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,True,True,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Music,NA,NA,1866062876,1956107221,f4:f5:d8:b7:16:8c,0.1,195610722
Windows 10 Professional intel core i7,school-laptop,"[{u'timestamp': u'Sat Mar  4 12:37:13 2017', u'message': u'Low Free Memory', u'id': 4, u'severity': u'critical'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:15:59 2017,77925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3372502,3372707,1c:39:47:85:50:aa,0.002,6745
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 222180, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 222180, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 222180, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 222180, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 222180, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 222180, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 222180, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 222180, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 222180, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 222180, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 222180, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 222180, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 222180, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 222180, u'ip_address': u'192.168.1.117'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'1c:39:47:85:50:aa', u'expires': 222180, u'ip_address': u'192.168.1.108'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4188954404,2449597530,00:1D:2C:3B:4A:00,0.002,4899195
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659031058,659046581,E8:94:F6:08:5A:59,0.002,1318093
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659046993,659030750,E8:94:F6:0A:66:34,0.002,1318061
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,1920,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 10:16:59 2017', u'message': u'Paper Jam in tray A', u'id': 1300, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,20427,9950,30:05:5c:61:1d:c4,0.002,19
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,103823,416952,77:20:A2:6E:9D:A6,0.002,833
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34221934,47247776,EE:4C:61:44:D7:37,0.1,4724777
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3936832,3837354,83:1C:61:F8:B1:6F,0.002,7674
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3852678,3857440,EA:DC:80:70:45:1A,0.002,7714
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,250825,273812,00-14-22-01-23-45,0.002,547
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,40,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9694,20050,D9:ED:8A:D4:16:97,0.002,40
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,-1,NA,Sun Mar  5 10:05:59 2017,,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,9897,19407,FA:74:C8:61:6C:69,0.002,38
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,1,Sun Mar  5 10:16:59 2017,77985,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20594,9508,F2:56:9B:69:61:4D,0.002,19
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428844259,1376265353,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,True,True,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Music,NA,NA,1869428104,1958381296,f4:f5:d8:b7:16:8c,0.1,195838129
Windows 10 Professional intel core i7,school-laptop,"[{u'timestamp': u'Sat Mar  4 12:37:13 2017', u'message': u'Low Free Memory', u'id': 4, u'severity': u'critical'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:16:59 2017,77985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385038,3385241,1c:39:47:85:50:aa,0.002,6770
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 222120, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 222120, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 222120, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 222120, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 222120, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 222120, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 222120, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 222120, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 222120, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 222120, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 222120, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 222120, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 222120, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 222120, u'ip_address': u'192.168.1.117'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'1c:39:47:85:50:aa', u'expires': 222120, u'ip_address': u'192.168.1.108'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4195947698,2458357072,00:1D:2C:3B:4A:00,0.002,4916714
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659258850,659274969,E8:94:F6:08:5A:59,0.002,1318549
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659275229,659259020,E8:94:F6:0A:66:34,0.002,1318518
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955,1921,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 10:17:59 2017', u'message': u'Paper Jam in tray A', u'id': 1301, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,20458,9962,30:05:5c:61:1d:c4,0.002,19
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,103911,416999,77:20:A2:6E:9D:A6,0.002,833
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36258391,48845021,EE:4C:61:44:D7:37,0.1,4884502
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3939533,3841576,83:1C:61:F8:B1:6F,0.002,7683
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3857869,3860530,EA:DC:80:70:45:1A,0.002,7721
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,250862,273854,00-14-22-01-23-45,0.002,547
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,40,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9696,20077,D9:ED:8A:D4:16:97,0.002,40
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,-1,NA,Sun Mar  5 10:05:59 2017,,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,9897,19407,FA:74:C8:61:6C:69,0.002,38
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,1,Sun Mar  5 10:17:59 2017,78045,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20602,9521,F2:56:9B:69:61:4D,0.002,19
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428844260,1376265356,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,True,True,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Music,NA,NA,1874624425,1959097729,f4:f5:d8:b7:16:8c,0.1,195909772
Windows 10 Professional intel core i7,school-laptop,"[{u'timestamp': u'Sat Mar  4 12:37:13 2017', u'message': u'Low Free Memory', u'id': 4, u'severity': u'critical'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:17:59 2017,78045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3396447,3396633,1c:39:47:85:50:aa,0.002,6793
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 222060, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 222060, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 222060, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 222060, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 222060, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 222060, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 222060, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 222060, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 222060, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 222060, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 222060, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 222060, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 222060, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 222060, u'ip_address': u'192.168.1.117'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'1c:39:47:85:50:aa', u'expires': 222060, u'ip_address': u'192.168.1.108'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4202885145,2462054204,00:1D:2C:3B:4A:00,0.002,4924108
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659465945,659481101,E8:94:F6:08:5A:59,0.002,1318962
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659482303,659465846,E8:94:F6:0A:66:34,0.002,1318931
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957,1921,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 10:18:59 2017', u'message': u'Paper Jam in tray A', u'id': 1302, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,20466,9962,30:05:5c:61:1d:c4,0.002,19
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,104026,417004,77:20:A2:6E:9D:A6,0.002,834
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42120034,49647091,EE:4C:61:44:D7:37,0.1,4964709
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945102,3842772,83:1C:61:F8:B1:6F,0.002,7685
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 40, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3863798,3866273,EA:DC:80:70:45:1A,0.002,7732
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,250884,273877,00-14-22-01-23-45,0.002,547
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,40,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9705,20080,D9:ED:8A:D4:16:97,0.002,40
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,-1,NA,Sun Mar  5 10:05:59 2017,,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,9897,19407,FA:74:C8:61:6C:69,0.002,38
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,1,Sun Mar  5 10:18:59 2017,78105,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20608,9522,F2:56:9B:69:61:4D,0.002,19
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428844262,1376265358,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,True,True,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,Music,NA,NA,1875995975,1963815162,f4:f5:d8:b7:16:8c,0.1,196381516
Windows 10 Professional intel core i7,school-laptop,"[{u'timestamp': u'Sat Mar  4 12:37:13 2017', u'message': u'Low Free Memory', u'id': 4, u'severity': u'critical'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 10:18:59 2017,78105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3406780,3406984,1c:39:47:85:50:aa,0.002,6813
